# created: Thu Nov 14 02:00:04 2013
# <aid>|<type>|<language>|<title>
# type: 1=primary title (one per anime), 2=synonyms (multiple per anime), 3=shorttitles (multiple per anime), 4=official title (one per language)
301|4|hu|Hakaima Sadamitsu
301|1|x-jat|Hakaima Sadamitsu
362|4|fr|Hakkenden
9292|2|en|Hakkenden Eight Dogs of the East
9292|4|en|Hakkenden: Eight Dogs of the East
9797|2|en|Hakkenden - Eight Dogs of the East S2
3353|4|fr|Hakkenden (suite)
9292|1|x-jat|Hakkenden: Touhou Hakken Ibun
9797|1|x-jat|Hakkenden: Touhou Hakken Ibun (2013)
6241|1|x-jat|Hakken Taiken Daisuki! Shimajirou
8786|1|x-jat|Hako Iri Segare
8523|1|x-jat|Hakoiri Shoujo: Virgin Territory
2226|2|x-jat|Hakucho no Ohji
3660|1|x-jat|Hakugei Densetsu
3660|4|en|Hakugei - Legend of the Moby Dick
3660|2|en|Hakugei: Legend of the Moby Dick
1861|1|x-jat|Hakujaden
7405|2|x-jat|Hakuoki
7405|4|en|Hakuoki: Demon of the Fleeting Blossom
8268|4|en|Hakuoki: Demon of the Fleeting Blossom - A Memory of Snow Flowers
8999|4|en|Hakuoki: Demon of the Fleeting Blossom - Dawn of the Shinsengumi
7932|4|en|Hakuoki: Demon of the Fleeting Blossom - Record of the Jade Blood
7405|2|x-jat|Hakuoki: Shinsengumi Kitan
7405|2|en|Hakuoki SSL
7932|2|x-jat|Hakuouki: Hekketsu-roku
7932|1|x-jat|Hakuouki: Hekketsu-roku - Shinsengumi Kitan
8999|1|x-jat|Hakuouki: Reimei-roku
8268|1|x-jat|Hakuouki Sekkaroku
7405|1|x-jat|Hakuouki: Shinsengumi Kitan
5954|1|x-jat|Hakushaku to Yousei
2740|1|x-jat|Hakushon Daimaou
6793|2|x-jat|Hakuyoku no Seiyaku ~Pure Engagement~
9557|1|x-jat|Hal
5067|1|x-jat|Hal & Bons
1537|2|en|Half a Hero
6271|2|en|Half-Broken Music Box
966|4|en|Hallelujah Boy
2923|4|de|Hallo Kurt
2923|2|de|Hallo Kurt!
1924|4|pl|Hallo Sandybell
1924|2|x-jat|Hallo! Sandybell
8669|1|x-jat|Hal no Fue
6748|2|lt|Halo Legendos
6748|4|de|Halo Legends
6748|4|fr|Halo Legends
6748|1|x-jat|Halo Legends
6748|4|pl|Halo: Legendy
10169|1|x-jat|Hamatora
3330|1|x-jat|Ham-chanz no Mezase! Ham-Ham Kin Medal: Hashire! Hashire! Daisakusen!
3328|1|x-jat|Ham-chanz no Takara Sagashi Daisakusen: Ham wa! Suteki na Umi no Natsuyasumi
3329|1|x-jat|Ham-chanz to Niji no Kuni no Ouji-sama: Sekai de Ichiban no Takaramono
805|1|x-jat|Hamelin no Violin Hiki
775|1|x-jat|Hamelin no Violin Hiki (1997)
3225|1|x-jat|Hametsu no Mars
3330|2|en|Ham-Ham Games
3328|2|en|Ham-Hams Ahoy!
3411|4|fr|Hammerboy
3411|4|en|Hammerboy
3411|4|pt|Hammerboy: O Rapaz do Martelo
8201|1|x-jat|Hamster Club
557|4|fr|Hamtaro
557|4|de|Hamtaro
557|4|da|Hamtaro
557|4|en|Hamtaro
2395|4|fr|Hamtaro - Aventures à Ham-Ham Land
2396|4|fr|Hamtaro - La princesse captive
2395|2|en|Hamtaro Movie 1
2396|2|en|Hamtaro Movie 2
2397|2|en|Hamtaro Movie 3
2398|2|en|Hamtaro Movie 4
557|4|pt-BR|Hamtaro - Pequenos Hamsters, Grandes Aventuras
1649|3|en|Hamtaro`s Birthday!
1649|2|en|Hamtaro`s Birthday! - 3000 Hammy Steps in Search of Mommy
2398|2|en|Hamtaro: the Mysterious Ogres Picture Book Tower
1649|1|x-jat|Hamtarou no Otanjoubi: Mama o Tasunete Sanzen Techi Techi
557|4|pl|Hamtaro - wielkie przygody małych chomików
10215|1|x-jat|Hamuko Mairu!
3677|4|hu|Hamupipőke
8365|1|x-jat|Hanabeam
291|3|x-jat|Hanada
291|1|x-jat|Hanada Shounen-shi
1973|1|x-jat|Hana Dorei
8498|1|x-jat|Hana Hen
7874|3|x-jat|hanairo
7415|1|x-jat|Hanakappa
7415|2|x-jat|Hana Kappa
6366|2|en|Hanako of the Toilet
6646|2|lt|Hanamaro darželis
6646|3|x-jat|Hanamaru
6646|2|en|Hanamaru Kindergarten
6646|1|x-jat|Hanamaru Youchien
10046|1|x-jat|Hanamonogatari
4051|1|x-jat|Hana no Asuka-gumi!
8059|1|x-jat|Hana no Hi
2171|1|x-jat|Hana no Joshi Announcer: Newscaster Etsuko
5515|1|x-jat|Hana no Kakarichou
1919|1|x-jat|Hana no Ko Lunlun
2043|2|x-jat|Hana no Ko Lunlun: Konichiwa Sakura no Kuni
2043|1|x-jat|Hana no Ko Lunlun: Konnichiwa Sakura no Kuni
2043|2|x-jat|Hana no Ko Lunlun MOVIE
1919|2|x-jat|Hana no Ko Runrun
540|1|x-jat|Hana no Mahou Tsukai Marybell
6070|1|x-jat|Hana no Mahou Tsukai Mary Bell: Phoenix no Kagi
9816|3|x-jat|hana no uta
10193|1|x-jat|Hana no Zundamaru
6988|1|x-jat|Hanaori
2109|1|x-jat|Hanappe Bazooka
2109|4|en|Hanappe Bazooka
3974|1|x-jat|Hanare Toride no Yonna
5385|1|x-jat|Hanasaka Jijii
2240|1|x-jat|Hanasaka Tenshi Tenten-kun
6329|1|x-jat|Hanasakeru Seishounen
7874|2|x-jat|Hana-Saku Iroha
7874|1|x-jat|Hanasaku Iroha
7874|4|en|Hanasaku Iroha: Blossoms for Tomorrow
8827|1|x-jat|Hanasaku Iroha: Home Sweet Home
6329|3|x-jat|HanaSei
6871|1|x-jat|Hana to Chou
4079|1|x-jat|Hana to Hebi The Animation
8989|1|x-jat|Hana to Mogura
9054|1|x-jat|Hana to Shounen
54|2|en|Hanaukyo Maids
2046|4|en|Hanaukyo Maids (2001)
1555|2|en|Hanaukyo Maids La Verite
1555|4|en|Hanaukyo Maid Team: La Verite
1555|2|x-unk|Hanaukyo Maid Team: La Vérité
1555|2|tr|Hanaukyou Hizmetçileri: La Verite
54|2|x-jat|Hanaukyou Maids
54|2|es|Hanaukyou Maid Tai
54|1|x-jat|Hanaukyou Maid Tai
2046|1|x-jat|Hanaukyou Maid Tai (2001)
1555|2|x-jat|Hanaukyou Maid Tai (2004)
1555|1|x-jat|Hanaukyou Maid Tai: La Verite
1555|2|x-jat|Hanaukyou Maid-tai La Verite
1555|2|x-unk|Hanaukyou Maid Tai: La Verité
54|2|en|Hanaukyou Maid Team
6965|1|x-jat|Hanawa Hekonai Kappa Matsuri
9317|1|x-jat|Hanayaka Nari, Waga Ichizoku: Kinetograph
387|1|x-jat|Hana yori Dango
1249|1|x-jat|Hana yori Dango (1997)
3573|1|x-jat|Hanbun no Tsuki ga Noboru Sora
1874|1|x-jat|Handle with Care..
1874|4|ja|Handle with Care..
565|2|ja|Hand Maid マイ
60|2|ja|Hand Maid メイ
565|1|x-jat|Hand Maid Mai
60|4|fr|Hand Maid May
60|1|x-jat|Hand Maid May
1388|2|en|Handsome Girl
1388|2|en|Handsome Girlfriend
1388|1|x-jat|Handsome na Kanojo
196|4|lt|Hanėjų Sparnai
2423|2|en|Hang in There, Goemon!
7830|1|x-jat|Hangyodon: Hadaka no Ou-sama
7838|1|x-jat|Hangyodon no 00 7/2: Doctor-san
7837|1|x-jat|Hangyodon no Parallel Daisakusen: Hana no Oedo
7835|1|x-jat|Hangyodon no Parallel Daisakusen: Kyouryuu Oukoku wa Oosawagi
7836|1|x-jat|Hangyodon no Parallel Daisakusen: Mirai Sekai wa Oosawagi
7830|4|en|Hangyodon`s The Emperor`s New Clothes
2064|3|x-jat|Hanihani
2064|3|x-jat|hani hani
2064|2|x-jat|Hani Hani: Operation Sanctuary
8575|2|x-jat|hanikamu
2105|1|x-jat|Hanitarou Desu
1839|4|de|Hanni & Nanni
1839|2|de|Hanni und Nanni
4601|1|x-jat|Hanoka
4601|4|ja|HANOKA～葉ノ香～
2314|2|en|Hans Christian Andersen Stories
3573|2|x-jat|Hantsuki
2048|2|es-LA|Hany Hany
6088|2|lv|Haoss;Galva
542|1|x-jat|Haou Daikei Ryuu Knight
616|1|x-jat|Haou Daikei Ryuu Knight: Adeu Legend
2687|1|x-jat|Haou Daikei Ryuu Knight: Adeu Legend Final
1235|1|x-jat|Haou Daikei Ryuu Knight: Adeu Legend II
4594|2|x-jat|Hapinesu!
8901|1|x-jat|Happening Star
8901|4|ja|Happening Star ☆
4594|1|x-jat|Happiness!
3301|3|x-jat|Happy 7
4948|1|x-jat|Happyakuyachou Hyouri no Kewaishi
6632|1|x-jat|Happy Birthday Inochi Kagayaku Toki
5279|3|x-jat|happyclo
7038|1|x-kot|Happy Day
5279|1|x-jat|Happy Happy Clover
8244|2|en|Happy Kappi
8244|1|x-jat|Happy Kappy
598|1|x-jat|Happy Lesson
598|4|ja|HAPPY☆LESSON
33|1|x-jat|Happy Lesson (2002)
33|4|ja|HAPPY☆LESSON (2002)
835|1|x-jat|Happy Lesson Advance
835|4|ja|HAPPY☆LESSON ADVANCE
598|2|x-jat|Happy Lesson OVA
598|2|ja|HAPPY☆LESSON OVA
2118|1|x-jat|Happy Lesson The Final
2118|4|ja|HAPPY☆LESSON THE FINAL
33|2|x-jat|Happy Lesson TV
4774|1|x-jat|Happy Lucky Bikkuriman
4774|2|x-jat|Happy Lucky! Bikkuriman
1947|2|en|Happy Okojo
4275|2|en|Happy Science Movie 1
4276|2|en|Happy Science Movie 2
4277|2|en|Happy Science Movie 3
4631|2|en|Happy Science Movie 4
6786|2|en|Happy Science Movie 5
3301|2|x-jat|Happy Seven
3301|1|x-jat|Happy Seven: The TV Manga
492|1|x-jat|Happy World!
492|4|ja|Happy World!
8482|1|x-jat|Haramasete Seiryuu-kun!
8833|1|x-jat|Harbor Tale
8833|4|ja|HARBOR TALE
3530|2|x-jat|Harbour Light Monogatari: Fashion Lala yori
3530|1|x-jat|Harbour Light Story: Fashion Lala yori
657|4|fr|Hardball
2521|4|en|Hardcore Hospital
4482|2|x-jat|Hard & Loose
214|4|fr|Hard Rock - Mezzo Forte
320|2|de|Hardyman räumt auf
320|2|de|Hardyman schafft alle - Freiheit für Prinzessin Yasmin
228|4|en|Hare+Guu
228|4|fr|Haré+Guu
317|4|en|Hare + Guu Deluxe
1282|4|en|Hare + Guu Final
966|1|x-jat|Hareluya II Boy
5061|3|x-jat|harem
8660|2|ja|Harem King
9340|1|x-jat|Harem Time The Animation
5665|1|x-jat|Harenchi Koumon Manyuuki
2989|1|x-jat|Hare Tokidoki Buta
8670|1|x-jat|Hare Tokidoki Buta (1988)
191|2|tr|Harika Öğretmen Onizuka
1562|2|x-jat|Hariken Polymar
2241|1|x-jat|Harimogu Harry
2243|1|x-jat|Harisu no Kaze
2243|2|x-jat|Harisu no Tsumujikaze
2241|2|en|Harley Spiny
726|2|en|Harlock 84
725|4|hu|Harlock kapitány
727|2|x-jat|Harlock Movie 1
728|3|en|Harlock Movie 2
728|4|pt|Harlock, o Pirata do Espaço
661|1|x-jat|Harlock Saga
661|4|de|Harlock Saga - Der Ring des Nibelungen - Rheingold
661|4|fr|Harlock Saga - L`Anneau des Nibelunghen - L`or du Rhin
661|2|x-jat|Harlock Saga: Nibelung no Yubiwa
661|2|en|Harlock Saga: The Ring of the Nibelung
661|4|en|Harlock Saga: The Ring of the Nibelung - The Rhein Gold
725|3|x-jat|Harlock TV
1472|4|en|Harmagedon
1472|4|fr|Harmagedon
1472|2|en|Harmagedon: The Great Battle with Genma
1473|2|en|Harmagedon TV
10202|1|x-jat|Harmonie
2243|2|x-jat|Harris no Kaze
2243|2|x-jat|Harris no Tsumujikaze
2243|2|en|Harris` Whirlwind
9557|2|x-jat|Haru
2600|3|x-jat|Harudaki
679|4|es|Haru en el Reino de los Gatos
3651|3|x-jat|haruhi
3651|3|x-jat|Haruhi 1
6367|3|en|haruhi2
3651|3|x-jat|Haruhi 2006
6367|3|x-jat|Haruhi 2009
5335|3|x-jat|Haruhi-chan
7221|3|en|haruhi movie
3651|3|x-jat|Haruhi S1
6367|2|en|Haruhi S2
3651|2|lt|Haruhi Suzumijos Melancholija
3651|4|et|Haruhi Suzumiya melanhoolia
2580|3|x-jat|Haruka
2580|3|x-jat|Haruka 8
7086|2|en|Haruka - Beyond the Stream of Time 3: Endless Destiny
2580|4|en|Haruka -Beyond the Stream of Time-: A Tale of the Eight Guardians
2580|4|fr|Haruka ~Dans une époque lointaine~ La légende des huit guerriers
2580|3|x-jat|Harukanaru
2581|1|x-jat|Haruka Naru Toki no Naka de 2: Shiroki Ryuu no Miko
2581|2|x-jat|Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko
5454|1|x-jat|Harukanaru Toki no Naka de 3: Kurenai no Tsuki
7086|1|x-jat|Harukanaru Toki no Naka de 3: Owarinaki Unmei
654|1|x-jat|Haruka Naru Toki no Naka de: Ajisai Yumegatari
654|2|x-jat|Harukanaru Toki no Naka de: Ajisai Yumegatari
2580|1|x-jat|Haruka Naru Toki no Naka de: Hachiyoushou
2580|2|x-jat|Harukanaru Toki no Naka de ~Hachiyoushou~
4058|2|x-jat|Harukanaru Toki no Naka de Maihitoyo
5581|2|en|Haruka Nogizaka`s Secret
6299|4|de|Haruka und der Zauberspiegel
5594|1|x-jat|Harukoi Otome
3673|2|en|Harumi Bad Play
3673|1|x-jat|Harumi-chan no Oita
3673|4|en|Harumi`s Bad Play
4699|1|x-jat|Haruniwa Ie no Sanninme
4536|1|x-jat|Haru no Ashioto The Movie: Ourin Dakkan
6743|1|x-jat|Haru no Uta
2600|4|de|Haru o Daiteita
2600|1|x-jat|Haru o Daite Ita
4536|3|x-jat|haruoto
9029|1|x-jat|Haru wa Kuru
8858|1|x-jat|Haruwo
2600|2|x-jat|Haru wo Daite Ita
6705|2|en|Harvest Festival
2385|1|x-jat|Hashire Melos
2385|2|x-jat|Hashire! Melos
2384|1|x-jat|Hashire Melos (1992)
2384|2|x-jat|Hashire! Melos (1992)
2385|2|x-jat|Hashire Meros
2384|2|x-jat|Hashire Meros (1992)
2385|2|x-jat|Hashire Moeros
2384|2|x-jat|Hashire Moeros (1992)
2385|2|x-unk|Hashire Möros
2384|2|x-unk|Hashire Möros (1992)
3189|2|x-jat|Hashire! Shiroi Okami
3189|1|x-jat|Hashire! Shiroi Ookami
9755|1|x-jat|Hassou Hen
7197|2|en|Hatanosuke and the Haunted House
7198|2|en|Hatanosuke Takes Down the Inazuma Gang
4555|3|x-jat|hataraki
6173|1|x-jat|Hatarakids My Ham-gumi
4555|3|x-jat|hatarakiman
4555|1|x-jat|Hataraki Man
4555|2|x-jat|Hataraki-Man
9466|1|x-jat|Hataraku Maou-sama!
5533|1|x-jat|Hatenkou Yuugi
8768|1|x-jat|Hate You
8768|4|ja|HATE YOU
5533|3|x-jat|HateYuu
262|2|tr|Hatıralar
8337|3|x-jat|hatoari
8327|1|x-jat|Hato no Oyomesan
8327|3|ja|hatoyome
5192|3|x-jat|hatsuinu
5981|1|x-jat|Hatsu Inu 2 The Animation: Strange Kind of Woman - Again
5192|1|x-jat|Hatsu Inu The Animation
2376|1|x-jat|Hatsukoi
6323|2|ja|Hatsukoi Gentei
6323|1|x-jat|Hatsukoi Limited
6323|4|en|Hatsukoi Limited
6323|3|x-jat|HatsuLimi
4667|1|x-jat|Hatsumei Boy Kanipan
2608|2|en|Hattori and the War of the Little Ninja Villages
2607|4|gl|Hattori o ninja
2607|2|en|Hattori the Ninja
2245|4|hu|Hattyúk tava
1218|4|lt|Haulo burtai: Keliaujanti pilis
143|4|ja|HAUNTEDじゃんくしょん
9208|2|en|Haunted Academy
143|1|x-jat|Haunted Junction
1218|2|x-jat|Hauru no Ugoku Shiro
4087|2|en|Havoc in Heaven
8359|4|ja|HAYABUSA BACK TO THE EARTH
8359|1|x-jat|Hayabusa: Back to the Earth
8358|4|ja|HAYABUSA BACK TO THE EARTH (2011)
8358|1|x-jat|Hayabusa: Back to the Earth (2011)
8358|2|x-jat|Hayabusa: Back to the Earth - Kikan Version
8358|2|ja|HAYABUSA -BACK TO THE EARTH- 帰還バージョン
4564|2|tr|Hayalet Avı
5127|2|tr|Hayalet Takibi
8438|1|x-kot|Hayan ma-eum Baekgu
4917|3|x-jat|Hayate
6413|3|x-jat|hayate2
4917|2|fr|Hayate le majordome
8130|3|en|hayate movie
4917|2|x-jat|Hayate no Gotoku
4917|1|x-jat|Hayate no Gotoku!
6413|2|x-jat|Hayate no Gotoku 2
6413|1|x-jat|Hayate no Gotoku!! 2nd Season
6389|1|x-jat|Hayate no Gotoku!! 2nd Season: Atsu ga Natsui ze - Mizugi Hen!
6389|2|x-jat|Hayate no Gotoku!! 2nd Season OVA
9291|1|x-jat|Hayate no Gotoku! Can`t Take My Eyes Off You
9584|1|x-jat|Hayate no Gotoku! Cuties
4917|4|ja|ハヤテのごとく! Hayate the combat butler
4917|2|en|Hayate the Combat Butler
6413|4|ja|ハヤテのごとく!! Hayate the combat butler 2nd season
6389|4|ja|ハヤテのごとく!! Hayate the combat butler 2nd season アツがナツいぜ 水着編!
9291|4|ja|ハヤテのごとく! Hayate the combat butler: CAN`T TAKE MY EYES OFF YOU
9291|4|en|Hayate the Combat Butler! Can`t Take My Eyes Off You
9584|4|ja|ハヤテのごとく! Hayate the combat butler Cuties
9584|4|en|Hayate the Combat Butler! Cuties
8130|2|en|Hayate the Combat Butler! Heaven is a Place on Earth
6389|2|en|Hayate the Combat Butler!! OVA
4181|1|x-jat|Hayou no Tsurugi: Shikkoku no Mashou
4226|2|tr|Hayvan Kral`ın Gezegeni
2194|1|x-jat|Hazedon
4054|4|tr|Hazine Şehri
2835|3|x-jat|h&c
4422|3|en|H&C2
4422|3|en|H&C II
7285|3|en|HCPC
8660|3|ja|HDD
9395|3|en|HDNA
8337|3|x-jat|heartalice
7655|4|en|Heart and Yummie
7285|3|x-jat|heartcatch
7620|3|en|heartcatch movie
7285|1|x-jat|Heartcatch Precure!
7620|2|en|Heartcatch Precure! Movie: Fashion Show in The City of Flowers!?
7285|2|it|Heartcatch Pretty Cure
7285|2|en|Heartcatch Pretty Cure
1786|1|x-jat|Heart Cocktail
9168|1|x-jat|Heart Cocktail Again
2443|4|ja|まほらば -Heartful days-
8337|1|x-jat|Heart no Kuni no Alice: Wonderful Wonder World
3069|2|ja|がぁ~でぃあんHearts ぱわーあっぷ!
3069|2|ja|がぁ~でぃあんHearts♥ぱわーあっぷ!
783|4|ja|がぁーでぃあんHearts
783|2|ja|がぁ～でぃあんHearts
3069|4|ja|がぁーでぃあんHearts ぱわーあっぷ!
2729|4|en|Heart-Thumping Tonight
1042|3|x-jat|Heartwork
1042|4|en|Heartwork - Love Guns
1042|4|ja|HEARTWORK Symphony of Destruction
1042|1|x-jat|Heartwork: Symphony of Destruction
353|4|de|Heat Guy J
353|4|en|Heat Guy J
353|4|fr|Heat Guy J
353|1|x-jat|HeatGuy J
353|2|x-jat|HeatGuy-J
353|2|x-jat|Heat Guy Jay
1343|4|de|Heaven
4326|2|en|Heaven Academy
1540|2|en|Heaven and Earth
2799|4|en|Heavenly Chronicles
5668|4|de|Heaven of Hanger on
4575|2|en|Heaven-Piercing Gurren Lagann
6658|4|en|Heaven`s Lost Property
7628|4|en|Heaven`s Lost Property: Forte
7950|4|en|Heaven`s Lost Property OVA
8271|4|en|Heaven`s Lost Property: The Angeloid of Clockwork
8370|4|en|Heaven`s Memo Pad
1777|2|en|Heaven Wars Shurato
3600|4|en|Heaven Wars Shurato OVA
5230|1|x-jat|Heavy
522|2|en|Heavy Metal L-Gaim
2488|1|x-jat|Heavy Metal L-Gaim II: Farewell My Lovely + Pentagona Dolls
2489|1|x-jat|Heavy Metal L-Gaim III: Fullmetal Soldier
523|1|x-jat|Heavy Metal L-Gaim I: Pentagona Window + Lady Gavlet
2241|2|en|Hedgehog Harry
426|4|is|Heiða í Ölpunum
426|4|pt-BR|Heidi
426|4|pl|Heidi
426|4|es|Heidi
426|4|ca|Heidi
426|4|ro|Heidi
426|4|it|Heidi
426|4|tr|Heidi
426|4|de|Heidi
426|4|pt|Heidi
426|2|en|Heidi
426|4|fr|Heidi
426|4|nl|Heidi
426|4|hu|Heidi
7658|2|en|Heidi - A Summer in the Mountains
7659|4|de|Heidi - Ein Sommer voller Glück
426|2|en|Heidi: Girl of the Alps
7658|4|de|Heidi - Kindheit in den Bergen
426|2|fr|Heidi, la fille des Alpes
7658|2|en|Heidi - Mt Alm
1943|2|x-jat|Heisa Byoto
2525|1|x-jat|Heisa Byouin
1943|1|x-jat|Heisa Byoutou
4089|2|en|Heisei Dog Stories: Bow
334|2|en|Heisei Era Raccoon War Pom Poko
5666|1|x-jat|Heisei Harenchi Gakuen
3976|1|x-jat|Heisei Inu Monogatari Bow
4089|1|x-jat|Heisei Inu Monogatari Bow: Genshi Inu Monogatari Bow
5705|1|x-jat|Heisei Jogakuen Kagai Lesson
10000|1|x-jat|Heisei no Cinderella: Kiko-sama Monogatari
3976|4|en|Heisei Period Dog Tale Bow
9831|1|x-jat|Heisei Policemen!!
334|2|x-jat|Heisei Tanuki Gassen Pompoko
334|1|x-jat|Heisei Tanuki Gassen Ponpoko
3422|1|x-jat|Heisei Tensai Bakabon
2621|4|de|He is my Master
2621|4|en|He Is My Master
2621|4|fr|He is my master
2621|2|de|He Is My Master - stets zu ihren Diensten!
1901|4|it|Hela Supergirl
584|2|x-jat|Heldensagen vom Kosmosinsel
1307|2|de|Heldensagen vom Kosmosinsel: Der Anfang
584|4|ja|Heldensagen vom Kosmosinsel 銀河英雄伝説
1310|4|ja|Heldensagen vom Kosmosinsel 銀河英雄伝説外伝
1311|4|ja|Heldensagen vom Kosmosinsel 銀河英雄伝説外伝 (1999)
3623|4|fi|Helen Keller
3623|1|x-jat|Helen Keller Monogatari: Ai to Hikari no Tenshi
4687|1|x-jat|Heli-Tako Puu-chan
1901|4|pl|Hella Superdziewczyna
1023|2|en|Hell City Shinjuku
3291|4|pt-BR|Hell Girl
3291|4|en|Hell Girl
4638|2|en|Hell Girl 2
5850|2|en|Hell Girl 3
4638|2|en|Hell Girl Futakomori
4638|2|en|Hell Girl Second Cage
4638|2|en|Hell Girl- The Two Prisoners
5850|4|en|Hell Girl: Three Vessels
4638|4|en|Hell Girl: Two Mirrors
2217|2|en|Hellhound Liner 0011 Transform!
9529|2|en|Hell Kindergarten
6554|2|en|Hell Knight Ingrid
2043|2|en|Hello Cherry Garden: Lun Lun the Flower Child
4351|1|x-jat|Hello Harinezumi: File 170 Satsui no Ryoubun
4351|2|x-jat|Hello Harinezumi: Satsui no Ryobun
4351|2|en|Hello Hedgehog: Domain of Murder
5874|4|en|Hello Kitty
2246|4|pt|Hello Kitty!
7861|4|en|Hello Kitty and Dear Daniel in The Snow Queen
7787|2|en|Hello Kitty and Friends: Alice in Wonderland
7782|2|en|Hello Kitty and Friends: Cinderella
7775|2|en|Hello Kitty and Friends: Heidi
7828|2|en|Hello Kitty and Friends: Mom Loves Me After All
7826|2|en|Hello Kitty and Friends: Santa`s Missing Hat
7778|2|en|Hello Kitty and Friends: Snow White
7860|2|en|Hello Kitty and Friends: The Circus Comes to Town
7829|2|en|Hello Kitty and Friends: The Day the Big Clock Stopped
7788|2|en|Hello Kitty and Friends: The Dream Thief
7777|2|en|Hello Kitty and Friends: The Magic Apple
7856|2|en|Hello Kitty and Friends: The Prince in His Dream Castle
7773|2|en|Hello Kitty and Friends: The Sleeping Princess
7813|2|en|Hello Kitty and Friends: The Wonderful Sisters
7822|4|en|Hello Kitty & Dear Daniel in Hansel & Gretel
7787|4|en|Hello Kitty in Alice in Wonderland
7782|4|en|Hello Kitty in Cinderella
7775|4|en|Hello Kitty in Heidi
7828|4|en|Hello Kitty in Mom Loves Me After All
7851|4|en|Hello Kitty in Momotaro
7855|4|en|Hello Kitty in Puss in Boots
7826|4|en|Hello Kitty in Santa`s Missing Hat
7843|4|en|Hello Kitty in Sleeping Beauty
7778|4|en|Hello Kitty in Snow White
7820|4|en|Hello Kitty in Swan Princess
7860|4|en|Hello Kitty in The Circus Comes to Town
7829|4|en|Hello Kitty in The Day the Big Clock Stopped
7788|4|en|Hello Kitty in The Dream Thief
7864|4|en|Hello Kitty in The Little Match Girl
7777|4|en|Hello Kitty in The Magic Apple
7818|4|en|Hello Kitty in The Nutcracker
7856|4|en|Hello Kitty in The Prince in His Dream Castle
7773|4|en|Hello Kitty in The Sleeping Princess
7813|4|en|Hello Kitty in The Wonderful Sisters
7773|1|x-jat|Hello Kitty: Mahou no Mori no Ohime-sama
7854|4|en|Hello Kitty, Mimmy and Dear Daniel in the Three Little Pigs
7825|4|en|Hello Kitty & Mimmy in King Midas` Donkey Ears
7775|1|x-jat|Hello Kitty no Alps no Shoujo Heidi
7781|1|x-jat|Hello Kitty no Alps no Shoujo Heidi II: Klara to no Deai
7782|1|x-jat|Hello Kitty no Cinderella
7860|1|x-jat|Hello Kitty no Circus ga Yatte Kita
7859|2|x-jat|Hello Kitty no Fushigi na Mizuumi
7787|1|x-jat|Hello Kitty no Fushigi no Kuni no Alice
7862|1|x-jat|Hello Kitty no Hajimete no Christmas Cake
7820|1|x-jat|Hello Kitty no Hakuchou no Ouji
7822|1|x-jat|Hello Kitty no Hansel to Gretel
7858|1|x-jat|Hello Kitty no Happy Birthday
7783|1|x-jat|Hello Kitty no Happy! Kasou Taikai
7779|1|x-jat|Hello Kitty no Kaguya-hime
7826|1|x-jat|Hello Kitty no Kieta Santa-san no Boushi
7818|1|x-jat|Hello Kitty no Kurumi Wari Ningyou
7784|1|x-jat|Hello Kitty no London ni Orita Uchuujin
7777|1|x-jat|Hello Kitty no Mahou no Ringo
7864|1|x-jat|Hello Kitty no Match Uri Shoujo
7776|1|x-jat|Hello Kitty no Minna no Mori o Mamore!
7851|1|x-jat|Hello Kitty no Momotarou
7855|1|x-jat|Hello Kitty no Nagagutsu o Naita Neko
7843|1|x-jat|Hello Kitty no Nemureru Mori no Bijo
7825|1|x-jat|Hello Kitty no Ou-sama no Mimi wa Roba no Mimi
7780|1|x-jat|Hello Kitty no Oyayubi-hime
7870|1|x-jat|Hello Kitty no Papa Nante Daikirai
7854|1|x-jat|Hello Kitty no Sambiki no Kobuta
7814|1|x-jat|Hello Kitty no Shiawase no Aoi Hotaru
7785|1|x-jat|Hello Kitty no Shiawase no Tulip
7778|1|x-jat|Hello Kitty no Shirayuki-hime
7786|1|x-jat|Hello Kitty no Shoukoujo
6440|1|x-jat|Hello Kitty no Stump Village
7813|1|x-jat|Hello Kitty no Suteki na Kyoudai
7829|1|x-jat|Hello Kitty no Tomatta Big Ben
7828|1|x-jat|Hello Kitty no Yappari Mama ga Suki
7861|1|x-jat|Hello Kitty no Yuki no Joou
7788|1|x-jat|Hello Kitty no Yume Dorobou
7856|1|x-jat|Hello Kitty no Yume no Oshiro no Ouji-sama
7774|1|x-jat|Hello Kitty no Yuubin`ya-san Arigatou
2246|4|fr|Hello Kitty Raconte
7174|1|x-jat|Hello Kitty Ringo no Mori no Fantasy
7175|1|x-jat|Hello Kitty Ringo no Mori no Mystery
7176|1|x-jat|Hello Kitty Ringo no Mori to Parallel Town
7778|2|en|Hello Kitty`s Animation Theater 1
7864|2|en|Hello Kitty`s Animation Theater 10
7855|2|en|Hello Kitty`s Animation Theater 11
7780|2|en|Hello Kitty`s Animation Theater 12
7861|2|en|Hello Kitty`s Animation Theater 13
7854|2|en|Hello Kitty`s Animation Theater 13b
7825|2|en|Hello Kitty`s Animation Theater 2
7822|2|en|Hello Kitty`s Animation Theater 3
7779|2|en|Hello Kitty`s Animation Theater 4
7843|2|en|Hello Kitty`s Animation Theater 5
7820|2|en|Hello Kitty`s Animation Theater 6
